16.22,3220.9734,2797.882952
16.21,4708.2885,1963.723088
16.22,3285.5457,1733.142313
16.23,-31.3176,1726.360525
16.24,-474.7139,1391.792342
16.25,515.3945,426.517919
16.26,1326.8529,-285.569769
16.27,1546.3987,-522.932332
16.28,1636.7999,-75.334356
16.29,1933.8324,941.93377
16.3,1981.1855,1929.814151
16.33,1352.6818,1859.73568
16.34,851.1704,801.776828
16.35,-610.3158,1204.162887
16.36,-2250.4519,507.89937
16.37,-3617.232,462.687453
16.38,-3991.7513,1418.919492
16.39,-4041.2567,-450.593265
16.4,-3522.526,-339.824069
16.41,-3010.2525,-1822.774938
16.42,-3552.6597,-753.513107
16.41,-4004.6658,-1069.996524
16.42,-3569.879,-703.779999
16.43,-1085.9983,607.365586
16.44,3707.418,792.734445
16.45,19943.0439,478.511624
16.46,35459.765,3150.535903
16.47,38526.9487,15877.69046
16.48,32495.8969,19548.8981
16.49,13606.3499,10278.19458
16.5,-14796.8477,-2779.006977
16.53,-33242.9983,-9144.844852
16.54,-26917.0664,-8007.765147
16.55,-17142.9742,-5016.996855
16.56,-15849.376,5467.646635
16.57,-4491.1103,9407.865178
16.58,9114.271,3428.58919
16.59,7876.6355,-11222.33243
16.6,-16486.4892,-25242.54781
16.61,-43228.0266,-24164.24359
16.62,-39773.4091,-12802.48892
16.61,-25261.8633,-6893.291399
16.62,-18946.6935,12721.89867
16.63,818.8842,11266.07496
16.64,34777.4511,15895.77523
16.65,55838.7794,5356.877439
16.66,63387.28,11885.47822
16.67,41114.1451,7027.457762
16.68,10666.1583,4850.503972
16.69,-6413.2121,1312.671487
16.7,-12767.1254,-8803.494881
16.73,-18251.4652,-4151.18865
16.74,-15309.1212,-3893.480724
16.75,-8324.5519,4147.458666
16.76,-1886.6947,12174.83448
16.77,8871.0487,7083.972658
16.78,23238.383,241.149061
16.79,17379.524,-6612.977516
16.8,4641.5638,-13661.51533
16.81,-20539.4766,-5114.202476
16.82,-46544.8898,-1280.231937
16.81,-25324.2832,2639.641243
16.82,-11439.0886,8311.476197
16.83,-2926.3085,6186.516111
16.84,-3621.5368,2788.840569
16.85,-8488.135,-129.588656
16.86,-9067.1332,-1088.081291
16.87,-5446.7802,-4512.883983
16.88,1406.4921,-2991.502985
16.89,11415.1969,-3353.198319
16.9,14676.0975,-3036.714902
16.93,15375.6306,-1372.916366
16.94,9706.1836,-1985.537838
16.95,7812.0632,-1800.16898
16.96,6329.0529,-2433.135814
16.97,2637.6704,-1235.02002
16.98,-3158.7688,453.645069
16.99,-9486.8531,-938.881966
17,-15175.6718,3821.932866
17.01,-11260.4386,7402.716671
17.02,-4151.0296,4927.36423
17.01,4344.5312,3550.661366
17.02,10227.0668,1.525902
17.03,19105.7565,-3253.732102
17.04,17099.7108,-2200.294443
17.05,5907.1806,-3276.338061
17.06,-3367.5525,-597.531994
17.07,-10192.8435,1932.074747
17.08,-11008.6067,2497.223706
17.09,-6090.3507,1000.709262
17.1,-1040.7977,2811.446527
17.13,3920.5065,3654.648774
17.14,4424.1704,6161.649557
17.15,2594.6222,6817.222349
17.16,-425.2085,3094.021007
17.17,-1484.1941,-1863.465663
17.18,-1058.017,-4167.01282
17.19,-98.0423,-4436.023725
17.2,1309.6336,-4273.260825
17.21,1462.4547,-1635.145483
17.22,1212.7752,-1097.123674
17.21,-756.6796,-1325.443854
17.22,-1828.5796,-4302.648571
17.23,-1966.3338,-4858.755146
17.24,-1312.0013,-3642.554586
17.25,-999.9019,-3913.826087
17.26,-1077.3886,-947.924349
17.27,-1951.267,1276.501954
17.28,-3531.1356,-111.50389
17.29,-4516.9392,3250.002119
17.3,-4508.3296,1859.73568
17.33,-3315.8947,2610.253498
17.34,-1701.5874,2971.948831
17.35,276.477,4827.898013
17.36,1365.5963,3204.790203
17.37,1660.4764,2874.74321
17.38,2880.8927,347.397065
17.39,4785.7752,379.045407
17.4,6509.8553,-552.320078
17.41,5571.4047,1717.318142
17.42,2613.9939,2420.363447
17.41,1619.5806,2142.310159
17.42,1852.0409,2420.363447
17.43,1449.5403,-1131.032612
17.44,465.8891,-1725.569317
17.45,-373.5507,-1775.302425
17.46,-1361.5067,-1560.545821
17.47,-1658.5392,-2383.402705
17.48,-1992.1627,-4327.515125
17.49,-782.5085,-5426.164701
17.5,2450.4108,-4372.727042
17.53,3756.9234,-3011.848348
17.54,1621.733,1278.76255
17.55,-2056.735,2956.124661
17.56,-5347.7694,3155.057094
17.57,-6098.9603,982.624495
17.58,-3727.0049,318.009319
17.59,-192.7483,245.670253
17.6,4000.1457,428.778515
17.61,5833.9987,-163.497594
17.62,2659.1945,266.015615
17.61,-2943.5278,-823.591578
17.62,-6527.2898,191.415952
17.63,-7818.7356,1488.997963
17.64,-5847.1284,-235.836661
17.65,-1897.4567,1547.773454
17.66,3223.1258,849.249341
17.67,9058.3083,1319.453275
17.68,8899.03,535.02652
17.69,3347.9656,950.976154
17.7,-1208.6856,973.582112
17.73,-3201.817,428.778515
17.74,-3313.7423,1213.205271
17.75,-2246.1471,1095.654287
17.76,-1137.6561,849.249341
17.77,-173.3766,-755.773703
17.78,1369.9011,-1815.99315
17.79,2704.3951,-2636.589439
17.8,2812.0156,-2455.741772
17.81,1533.4842,-1917.719963
17.82,151.6373,-651.786295
17.81,74.1505,-1698.442167
17.82,1176.1842,-1271.189554
17.83,2007.0144,-868.803495
17.84,1496.8933,-247.13964
17.85,-93.7374,2519.829664
17.86,-1139.8085,2752.671035
17.87,-1613.3386,1687.930396
17.88,-1458.3652,-744.470724
17.89,-1055.8645,-1110.687249
17.9,-674.888,-1006.699841
17.93,-216.4248,-590.750207
17.94,-175.529,614.147374
17.95,50.474,1592.985371
