0.000000e+000,2.554082e+004
1.000000e-004,2.554101e+004
2.000000e-004,2.554161e+004
3.000000e-004,2.554264e+004
4.000000e-004,2.554412e+004
5.000000e-004,2.554613e+004
6.000000e-004,2.554875e+004
7.000000e-004,2.555204e+004
8.000000e-004,2.555610e+004
9.000000e-004,2.556099e+004
1.000000e-003,2.556677e+004
1.100000e-003,2.557344e+004
1.200000e-003,2.558102e+004
1.300000e-003,2.558947e+004
1.400000e-003,2.559876e+004
1.500000e-003,2.560884e+004
1.600000e-003,2.561965e+004
1.700000e-003,2.563111e+004
1.800000e-003,2.564316e+004
1.900000e-003,2.565571e+004
2.000000e-003,2.566869e+004
2.100000e-003,2.568203e+004
2.200000e-003,2.569565e+004
2.300000e-003,2.570949e+004
2.400000e-003,2.572347e+004
2.500000e-003,2.573755e+004
2.600000e-003,2.575167e+004
2.700000e-003,2.576578e+004
2.800000e-003,2.577987e+004
2.900000e-003,2.579390e+004
3.000000e-003,2.580785e+004
3.100000e-003,2.582173e+004
3.200000e-003,2.583552e+004
3.300000e-003,2.584922e+004
3.400000e-003,2.586284e+004
3.500000e-003,2.587637e+004
3.600000e-003,2.588983e+004
3.700000e-003,2.590322e+004
3.800000e-003,2.591655e+004
3.900000e-003,2.592985e+004
4.000000e-003,2.594311e+004
4.100000e-003,2.595638e+004
4.200000e-003,2.596966e+004
4.300000e-003,2.598300e+004
4.400000e-003,2.599642e+004
4.500000e-003,2.600995e+004
4.600000e-003,2.602364e+004
4.700000e-003,2.603752e+004
4.800000e-003,2.605164e+004
4.900000e-003,2.606605e+004
5.000000e-003,2.608080e+004
5.100000e-003,2.609592e+004
5.200000e-003,2.611149e+004
5.300000e-003,2.612755e+004
5.400000e-003,2.614416e+004
5.500000e-003,2.616138e+004
5.600000e-003,2.617928e+004
5.700000e-003,2.619792e+004
5.800000e-003,2.621737e+004
5.900000e-003,2.623769e+004
6.000000e-003,2.625895e+004
6.100000e-003,2.628120e+004
6.200000e-003,2.630449e+004
6.300000e-003,2.632883e+004
6.400000e-003,2.635421e+004
6.500000e-003,2.638059e+004
6.600000e-003,2.640784e+004
6.700000e-003,2.643582e+004
6.800000e-003,2.646430e+004
6.900000e-003,2.649305e+004
7.000000e-003,2.652180e+004
7.100000e-003,2.655033e+004
7.200000e-003,2.657841e+004
7.300000e-003,2.660592e+004
7.400000e-003,2.663273e+004
7.500000e-003,2.665881e+004
7.600000e-003,2.668412e+004
7.700000e-003,2.670867e+004
7.800000e-003,2.673249e+004
7.900000e-003,2.675561e+004
8.000000e-003,2.677808e+004
8.100000e-003,2.679995e+004
8.200000e-003,2.682126e+004
8.300000e-003,2.684208e+004
8.400000e-003,2.686245e+004
8.500000e-003,2.688240e+004
8.600000e-003,2.690196e+004
8.700000e-003,2.692117e+004
8.800000e-003,2.694002e+004
8.900000e-003,2.695853e+004
9.000000e-003,2.697671e+004
9.100000e-003,2.699456e+004
9.200000e-003,2.701209e+004
9.300000e-003,2.702930e+004
9.400000e-003,2.704619e+004
9.500000e-003,2.706277e+004
9.600000e-003,2.707904e+004
9.700000e-003,2.709501e+004
9.800000e-003,2.711069e+004
9.900000e-003,2.712608e+004
1.000000e-002,2.714121e+004
1.010000e-002,2.715608e+004
1.020000e-002,2.717071e+004
1.030000e-002,2.718511e+004
1.040000e-002,2.719930e+004
1.050000e-002,2.721330e+004
1.060000e-002,2.722713e+004
1.070000e-002,2.724080e+004
1.080000e-002,2.725434e+004
1.090000e-002,2.726777e+004
1.100000e-002,2.728110e+004
1.110000e-002,2.729437e+004
1.120000e-002,2.730760e+004
1.130000e-002,2.732080e+004
1.140000e-002,2.733400e+004
1.150000e-002,2.734719e+004
1.160000e-002,2.736041e+004
1.170000e-002,2.737364e+004
1.180000e-002,2.738689e+004
1.190000e-002,2.740016e+004
1.200000e-002,2.741344e+004
1.210000e-002,2.742672e+004
1.220000e-002,2.744001e+004
1.230000e-002,2.745329e+004
1.240000e-002,2.746656e+004
1.250000e-002,2.747983e+004
1.260000e-002,2.749309e+004
1.270000e-002,2.750635e+004
1.280000e-002,2.751961e+004
1.290000e-002,2.753287e+004
1.300000e-002,2.754613e+004
1.310000e-002,2.755941e+004
1.320000e-002,2.757270e+004
1.330000e-002,2.758600e+004
1.340000e-002,2.759933e+004
1.350000e-002,2.761268e+004
1.360000e-002,2.762607e+004
1.370000e-002,2.763948e+004
1.380000e-002,2.765294e+004
1.390000e-002,2.766644e+004
1.400000e-002,2.767999e+004
1.410000e-002,2.769358e+004
1.420000e-002,2.770723e+004
1.430000e-002,2.772093e+004
1.440000e-002,2.773469e+004
1.450000e-002,2.774849e+004
1.460000e-002,2.776236e+004
1.470000e-002,2.777627e+004
1.480000e-002,2.779027e+004
1.490000e-002,2.780440e+004
1.500000e-002,2.781873e+004
1.510000e-002,2.783333e+004
1.520000e-002,2.784824e+004
1.530000e-002,2.786350e+004
1.540000e-002,2.787913e+004
1.550000e-002,2.789517e+004
1.560000e-002,2.791162e+004
1.570000e-002,2.792851e+004
1.580000e-002,2.794584e+004
1.590000e-002,2.796363e+004
1.600000e-002,2.798191e+004
1.610000e-002,2.800070e+004
1.620000e-002,2.802005e+004
1.630000e-002,2.803999e+004
1.640000e-002,2.806058e+004
1.650000e-002,2.808189e+004
1.660000e-002,2.810398e+004
1.670000e-002,2.812693e+004
1.680000e-002,2.815081e+004
1.690000e-002,2.817571e+004
1.700000e-002,2.820171e+004
1.710000e-002,2.822884e+004
1.720000e-002,2.825714e+004
1.730000e-002,2.828665e+004
1.740000e-002,2.831743e+004
1.750000e-002,2.834955e+004
1.760000e-002,2.838310e+004
1.770000e-002,2.841818e+004
1.780000e-002,2.845488e+004
1.790000e-002,2.849330e+004
1.800000e-002,2.853350e+004
1.810000e-002,2.857551e+004
1.820000e-002,2.861931e+004
