0.000000e+000,-6.124373e+003,2.554306e+004,2.411796e+004
1.000000e-004,-6.124351e+003,2.554314e+004,2.411790e+004
2.000000e-004,-6.124332e+003,2.554319e+004,2.411786e+004
3.000000e-004,-6.124342e+003,2.554313e+004,2.411790e+004
4.000000e-004,-6.124387e+003,2.554298e+004,2.411804e+004
5.000000e-004,-6.124478e+003,2.554276e+004,2.411830e+004
6.000000e-004,-6.124628e+003,2.554246e+004,2.411870e+004
7.000000e-004,-6.124854e+003,2.554209e+004,2.411928e+004
8.000000e-004,-6.125176e+003,2.554163e+004,2.412007e+004
9.000000e-004,-6.125620e+003,2.554107e+004,2.412113e+004
1.000000e-003,-6.126215e+003,2.554040e+004,2.412250e+004
1.100000e-003,-6.126991e+003,2.553962e+004,2.412424e+004
1.200000e-003,-6.127982e+003,2.553874e+004,2.412640e+004
1.300000e-003,-6.129225e+003,2.553778e+004,2.412903e+004
1.400000e-003,-6.130759e+003,2.553675e+004,2.413216e+004
1.500000e-003,-6.132629e+003,2.553568e+004,2.413584e+004
1.600000e-003,-6.134884e+003,2.553462e+004,2.414011e+004
1.700000e-003,-6.137578e+003,2.553361e+004,2.414497e+004
1.800000e-003,-6.140773e+003,2.553271e+004,2.415043e+004
1.900000e-003,-6.144536e+003,2.553198e+004,2.415651e+004
2.000000e-003,-6.148944e+003,2.553151e+004,2.416318e+004
2.100000e-003,-6.154080e+003,2.553135e+004,2.417041e+004
2.200000e-003,-6.160032e+003,2.553158e+004,2.417816e+004
2.300000e-003,-6.166893e+003,2.553230e+004,2.418638e+004
2.400000e-003,-6.174755e+003,2.553355e+004,2.419500e+004
2.500000e-003,-6.183706e+003,2.553541e+004,2.420396e+004
2.600000e-003,-6.193823e+003,2.553792e+004,2.421317e+004
2.700000e-003,-6.205166e+003,2.554110e+004,2.422255e+004
2.800000e-003,-6.217770e+003,2.554495e+004,2.423204e+004
2.900000e-003,-6.231641e+003,2.554946e+004,2.424157e+004
3.000000e-003,-6.246751e+003,2.555457e+004,2.425110e+004
3.100000e-003,-6.263033e+003,2.556025e+004,2.426060e+004
3.200000e-003,-6.280393e+003,2.556641e+004,2.427005e+004
3.300000e-003,-6.298713e+003,2.557296e+004,2.427946e+004
3.400000e-003,-6.317857e+003,2.557981e+004,2.428884e+004
3.500000e-003,-6.337682e+003,2.558689e+004,2.429822e+004
3.600000e-003,-6.358047e+003,2.559409e+004,2.430764e+004
3.700000e-003,-6.378820e+003,2.560137e+004,2.431712e+004
3.800000e-003,-6.399883e+003,2.560866e+004,2.432671e+004
3.900000e-003,-6.421138e+003,2.561594e+004,2.433644e+004
4.000000e-003,-6.442510e+003,2.562317e+004,2.434633e+004
4.100000e-003,-6.463942e+003,2.563035e+004,2.435641e+004
4.200000e-003,-6.485399e+003,2.563748e+004,2.436671e+004
4.300000e-003,-6.506864e+003,2.564457e+004,2.437723e+004
4.400000e-003,-6.528333e+003,2.565163e+004,2.438799e+004
4.500000e-003,-6.549816e+003,2.565867e+004,2.439901e+004
4.600000e-003,-6.571332e+003,2.566573e+004,2.441030e+004
4.700000e-003,-6.592908e+003,2.567280e+004,2.442186e+004
4.800000e-003,-6.614575e+003,2.567992e+004,2.443371e+004
4.900000e-003,-6.636365e+003,2.568710e+004,2.444586e+004
5.000000e-003,-6.658315e+003,2.569436e+004,2.445833e+004
5.100000e-003,-6.680462e+003,2.570172e+004,2.447112e+004
5.200000e-003,-6.702841e+003,2.570919e+004,2.448424e+004
5.300000e-003,-6.725489e+003,2.571678e+004,2.449772e+004
5.400000e-003,-6.748438e+003,2.572450e+004,2.451157e+004
5.500000e-003,-6.771720e+003,2.573237e+004,2.452579e+004
5.600000e-003,-6.795361e+003,2.574040e+004,2.454041e+004
5.700000e-003,-6.819387e+003,2.574861e+004,2.455543e+004
5.800000e-003,-6.843819e+003,2.575700e+004,2.457086e+004
5.900000e-003,-6.868678e+003,2.576559e+004,2.458670e+004
6.000000e-003,-6.893986e+003,2.577439e+004,2.460298e+004
6.100000e-003,-6.919768e+003,2.578342e+004,2.461969e+004
6.200000e-003,-6.946059e+003,2.579268e+004,2.463683e+004
6.300000e-003,-6.972913e+003,2.580221e+004,2.465442e+004
6.400000e-003,-7.000411e+003,2.581201e+004,2.467247e+004
6.500000e-003,-7.028676e+003,2.582210e+004,2.469100e+004
6.600000e-003,-7.057880e+003,2.583249e+004,2.471005e+004
6.700000e-003,-7.088246e+003,2.584319e+004,2.472969e+004
6.800000e-003,-7.120034e+003,2.585420e+004,2.474999e+004
6.900000e-003,-7.153523e+003,2.586553e+004,2.477103e+004
7.000000e-003,-7.188971e+003,2.587720e+004,2.479291e+004
7.100000e-003,-7.226579e+003,2.588927e+004,2.481568e+004
7.200000e-003,-7.266465e+003,2.590181e+004,2.483936e+004
7.300000e-003,-7.308643e+003,2.591492e+004,2.486394e+004
7.400000e-003,-7.353037e+003,2.592870e+004,2.488936e+004
7.500000e-003,-7.399493e+003,2.594323e+004,2.491553e+004
7.600000e-003,-7.447811e+003,2.595855e+004,2.494239e+004
7.700000e-003,-7.497762e+003,2.597469e+004,2.496986e+004
7.800000e-003,-7.549118e+003,2.599160e+004,2.499787e+004
7.900000e-003,-7.601660e+003,2.600924e+004,2.502638e+004
8.000000e-003,-7.655194e+003,2.602756e+004,2.505535e+004
8.100000e-003,-7.709553e+003,2.604649e+004,2.508474e+004
8.200000e-003,-7.764601e+003,2.606598e+004,2.511454e+004
8.300000e-003,-7.820231e+003,2.608596e+004,2.514471e+004
8.400000e-003,-7.876358e+003,2.610642e+004,2.517523e+004
8.500000e-003,-7.932917e+003,2.612731e+004,2.520607e+004
8.600000e-003,-7.989853e+003,2.614863e+004,2.523719e+004
8.700000e-003,-8.047118e+003,2.617037e+004,2.526856e+004
8.800000e-003,-8.104666e+003,2.619251e+004,2.530012e+004
8.900000e-003,-8.162451e+003,2.621505e+004,2.533184e+004
9.000000e-003,-8.220426e+003,2.623797e+004,2.536367e+004
9.100000e-003,-8.278545e+003,2.626126e+004,2.539558e+004
9.200000e-003,-8.336760e+003,2.628490e+004,2.542753e+004
9.300000e-003,-8.395024e+003,2.630887e+004,2.545949e+004
9.400000e-003,-8.453292e+003,2.633314e+004,2.549142e+004
9.500000e-003,-8.511520e+003,2.635768e+004,2.552330e+004
9.600000e-003,-8.569668e+003,2.638247e+004,2.555511e+004
9.700000e-003,-8.627701e+003,2.640749e+004,2.558683e+004
9.800000e-003,-8.685588e+003,2.643270e+004,2.561844e+004
9.900000e-003,-8.743303e+003,2.645807e+004,2.564992e+004
1.000000e-002,-8.800825e+003,2.648359e+004,2.568128e+004
1.010000e-002,-8.858140e+003,2.650922e+004,2.571249e+004
1.020000e-002,-8.915237e+003,2.653494e+004,2.574357e+004
1.030000e-002,-8.972113e+003,2.656073e+004,2.577451e+004
1.040000e-002,-9.028767e+003,2.658657e+004,2.580531e+004
1.050000e-002,-9.085205e+003,2.661245e+004,2.583597e+004
1.060000e-002,-9.141437e+003,2.663834e+004,2.586651e+004
1.070000e-002,-9.197477e+003,2.666424e+004,2.589694e+004
1.080000e-002,-9.253365e+003,2.669013e+004,2.592727e+004
1.090000e-002,-9.309144e+003,2.671601e+004,2.595755e+004
1.100000e-002,-9.364841e+003,2.674188e+004,2.598778e+004
1.110000e-002,-9.420489e+003,2.676772e+004,2.601798e+004
1.120000e-002,-9.476120e+003,2.679354e+004,2.604818e+004
1.130000e-002,-9.531768e+003,2.681934e+004,2.607840e+004
1.140000e-002,-9.587463e+003,2.684514e+004,2.610863e+004
1.150000e-002,-9.643228e+003,2.687095e+004,2.613889e+004
1.160000e-002,-9.699084e+003,2.689678e+004,2.616918e+004
1.170000e-002,-9.755043e+003,2.692264e+004,2.619950e+004
1.180000e-002,-9.811109e+003,2.694857e+004,2.622983e+004
1.190000e-002,-9.867281e+003,2.697456e+004,2.626018e+004
1.200000e-002,-9.923547e+003,2.700063e+004,2.629052e+004
1.210000e-002,-9.979894e+003,2.702680e+004,2.632083e+004
1.220000e-002,-1.003631e+004,2.705305e+004,2.635112e+004
1.230000e-002,-1.009277e+004,2.707940e+004,2.638136e+004
1.240000e-002,-1.014927e+004,2.710583e+004,2.641157e+004
1.250000e-002,-1.020580e+004,2.713233e+004,2.644173e+004
1.260000e-002,-1.026236e+004,2.715889e+004,2.647185e+004
1.270000e-002,-1.031894e+004,2.718552e+004,2.650192e+004
1.280000e-002,-1.037555e+004,2.721220e+004,2.653196e+004
1.290000e-002,-1.043219e+004,2.723893e+004,2.656196e+004
1.300000e-002,-1.048885e+004,2.726571e+004,2.659192e+004
1.310000e-002,-1.054555e+004,2.729253e+004,2.662185e+004
1.320000e-002,-1.060229e+004,2.731939e+004,2.665174e+004
1.330000e-002,-1.065907e+004,2.734629e+004,2.668162e+004
1.340000e-002,-1.071590e+004,2.737323e+004,2.671146e+004
1.350000e-002,-1.077279e+004,2.740021e+004,2.674129e+004
1.360000e-002,-1.082974e+004,2.742722e+004,2.677110e+004
1.370000e-002,-1.088676e+004,2.745427e+004,2.680090e+004
1.380000e-002,-1.094386e+004,2.748135e+004,2.683068e+004
1.390000e-002,-1.100105e+004,2.750848e+004,2.686047e+004
1.400000e-002,-1.105833e+004,2.753564e+004,2.689026e+004
