0,0,-50.99362804,4441.790459,2554.872458,0
-0.099100963,-8.01E-07,-50.99361552,4441.252581,2555.534479,6.13E-07
-0.198909711,6.07E-07,-50.9936154,4440.710931,2556.201143,2.46E-06
-0.299429105,-7.29E-07,-50.99360929,4440.165491,2556.872469,5.54E-06
-0.40066201,1.22E-06,-50.99360516,4439.616248,2557.548476,9.87E-06
-0.502611292,-1.12E-06,-50.99360272,4439.063185,2558.229183,1.55E-05
-0.605279818,5.65E-07,-50.99360104,4438.506288,2558.914608,2.23E-05
-0.708670455,-4.33E-07,-50.99359966,4437.945541,2559.604771,3.04E-05
-0.81278607,2.66E-07,-50.99359913,4437.380929,2560.299689,3.98E-05
-0.917629531,8.93E-08,-50.99359922,4436.812437,2560.999383,5.04E-05
-1.023203705,-1.04E-07,-50.99360148,4436.240049,2561.70387,6.23E-05
-1.129511463,8.34E-07,-50.99360348,4435.66375,2562.41317,7.54E-05
-1.23655567,-3.81E-07,-50.99360639,4435.083526,2563.127301,8.98E-05
-1.344339197,1.20E-06,-50.99361053,4434.499359,2563.846283,0.000105491
-1.45286491,-3.15E-07,-50.99361471,4433.911236,2564.570134,0.0001224
-1.562135678,1.29E-06,-50.99362077,4433.319141,2565.298872,0.000140551
-1.672154368,-3.08E-07,-50.99362682,4432.723059,2566.032518,0.000159936
-1.782923847,1.86E-06,-50.99363544,4432.122975,2566.771088,0.000180547
-1.894446983,-1.74E-07,-50.99364136,4431.518872,2567.514604,0.000202373
-2.006726639,2.16E-06,-50.99365376,4430.910737,2568.263082,0.000225402
-2.119765683,-4.13E-08,-50.99365962,4430.298553,2569.016543,0.000249624
-2.233566978,1.88E-06,-50.99367206,4429.682306,2569.775004,0.000275023
-2.348133388,-1.39E-07,-50.9936845,4429.06198,2570.538485,0.000301586
-2.463467775,2.60E-06,-50.99369682,4428.437561,2571.307004,0.000329296
-2.579573,-7.65E-08,-50.99370915,4427.809032,2572.08058,0.000358136
-2.696451923,3.19E-06,-50.99372683,4427.176378,2572.859232,0.000388089
-2.814107403,-6.64E-07,-50.99373889,4426.539585,2573.642979,0.000419135
-2.932542298,3.60E-06,-50.99375637,4425.898637,2574.43184,0.000451255
-3.051759462,-9.14E-07,-50.99377381,4425.253518,2575.225832,0.000484426
-3.171761751,4.42E-06,-50.99379102,4424.604215,2576.024975,0.000518627
-3.292552016,-6.80E-07,-50.99380829,4423.95071,2576.829288,0.000553835
-3.414133108,3.24E-06,-50.99382583,4423.29299,2577.638789,0.000590026
-3.536507875,5.07E-08,-50.99385123,4422.631039,2578.453498,0.000627174
-3.659679164,2.25E-06,-50.99386885,4421.964842,2579.273431,0.000665254
-3.783649819,7.81E-07,-50.99389438,4421.294384,2580.098609,0.000704238
-3.908422682,1.64E-06,-50.99391219,4420.619649,2580.92905,0.0007441
-4.034000593,1.38E-06,-50.99393033,4419.940622,2581.764773,0.000784811
-4.160386389,1.61E-06,-50.99395507,4419.257289,2582.605795,0.000826342
-4.287582904,1.40E-06,-50.99398063,4418.569634,2583.452136,0.000868662
-4.415592972,1.27E-06,-50.9940075,4417.877641,2584.303815,0.000911741
-4.54441942,1.51E-06,-50.99403508,4417.181297,2585.160849,0.000955547
-4.674065075,1.15E-06,-50.99406362,4416.480585,2586.023258,0.001000049
-4.804532761,7.44E-07,-50.99409322,4415.775492,2586.891059,0.001045214
-4.935825297,4.73E-07,-50.99412381,4415.066001,2587.764272,0.001091009
-5.067945501,4.36E-07,-50.99415529,4414.352097,2588.642914,0.0011374
-5.200896187,-3.91E-07,-50.9942074,4413.633766,2589.527005,0.001184352
-5.334680165,1.03E-06,-50.99423293,4412.910993,2590.416562,0.001231832
-5.469300241,-1.75E-06,-50.99426934,4412.183762,2591.311604,0.001279803
-5.604759219,4.21E-07,-50.99430579,4411.452059,2592.212149,0.00132823
-5.741059898,-2.83E-06,-50.99434217,4410.715869,2593.118217,0.001377078
-5.878205075,-1.81E-06,-50.9943667,4409.975176,2594.029824,0.00142631
-6.01619754,-2.04E-06,-50.99440392,4409.229967,2594.94699,0.00147589
-6.155040082,-2.77E-06,-50.99444587,4408.480225,2595.869732,0.00152578
-6.294735484,-3.22E-06,-50.99448708,4407.725937,2596.798069,0.001575945
-6.435286526,-4.12E-06,-50.99452918,4406.967087,2597.732019,0.001626347
-6.576695983,-5.08E-06,-50.99457233,4406.20366,2598.671601,0.001676949
-6.718966624,-5.67E-06,-50.9946166,4405.435643,2599.616831,0.001727713
-6.862101218,-6.69E-06,-50.99466207,4404.663019,2600.56773,0.001778603
-7.006102524,-7.74E-06,-50.9947089,4403.885775,2601.524314,0.001829581
-7.150973299,-8.73E-06,-50.99475662,4403.103895,2602.486602,0.00188061
-7.296716296,-9.99E-06,-50.99480565,4402.317365,2603.454612,0.001931652
-7.443334261,-1.11E-05,-50.99485539,4401.526171,2604.428362,0.001982672
-7.590829936,-1.24E-05,-50.99490654,4400.730298,2605.40787,0.002033631
-7.739206058,-1.38E-05,-50.99495864,4399.92973,2606.393154,0.002084493
-7.888465358,-1.51E-05,-50.99501228,4399.124455,2607.384231,0.002135222
-8.038610562,-1.68E-05,-50.99506691,4398.314456,2608.38112,0.002185782
-8.18964439,-1.83E-05,-50.99512237,4397.499721,2609.383839,0.002236136
-8.341569558,-2.00E-05,-50.99517884,4396.680234,2610.392406,0.002286249
-8.494388775,-2.19E-05,-50.99523686,4395.85598,2611.406838,0.002336087
-8.648104744,-2.38E-05,-50.99529595,4395.026947,2612.427152,0.002385613
-8.802720163,-2.58E-05,-50.9953563,4394.193118,2613.453368,0.002434794
-8.958237724,-2.80E-05,-50.99541687,4393.354481,2614.485502,0.002483596
-9.114660112,-3.03E-05,-50.99547904,4392.511021,2615.523573,0.002531986
-9.271990007,-3.26E-05,-50.9955427,4391.662723,2616.567598,0.002579931
-9.430230081,-3.46E-05,-50.99560728,4390.809573,2617.617594,0.002627398
-9.589383002,-3.73E-05,-50.99567216,4389.951558,2618.673579,0.002674356
-9.749451429,-4.02E-05,-50.99573894,4389.088664,2619.735571,0.002720774
-9.910438017,-4.26E-05,-50.99580616,4388.220875,2620.803587,0.002766622
-10.07234541,-4.53E-05,-50.99587448,4387.348179,2621.877644,0.00281187
-10.23517625,-4.82E-05,-50.995944,4386.470561,2622.957761,0.002856489
-10.39893318,-5.11E-05,-50.99601461,4385.588007,2624.043954,0.00290045
-10.56361881,-5.45E-05,-50.99608593,4384.700504,2625.13624,0.002943727
-10.72923576,-5.78E-05,-50.99615809,4383.808038,2626.234638,0.002986293
-10.89578666,-6.08E-05,-50.99623147,4382.910595,2627.339164,0.003028122
-11.0632741,-6.43E-05,-50.99630563,4382.00816,2628.449835,0.00306919
-11.23170067,-6.81E-05,-50.9963806,4381.100722,2629.566669,0.003109471
-11.40106898,-7.15E-05,-50.99645678,4380.188265,2630.689683,0.003148944
-11.5713816,-7.53E-05,-50.9965333,4379.270776,2631.818894,0.003187586
-11.74264111,-7.94E-05,-50.99661113,4378.348241,2632.954318,0.003225376
-11.91485008,-8.33E-05,-50.99668928,4377.420648,2634.095973,0.003262293
-12.08801105,-8.73E-05,-50.99676868,4376.487983,2635.243876,0.003298319
-12.26212659,-9.19E-05,-50.99684868,4375.550231,2636.398043,0.003333435
-12.43719924,-9.64E-05,-50.99692931,4374.607381,2637.558491,0.003367624
-12.61323154,-0.000100508,-50.99701039,4373.659417,2638.725238,0.003400869
-12.790226,-0.000105098,-50.99709244,4372.706328,2639.8983,0.003433157
-12.96818515,-0.000109728,-50.9971753,4371.748099,2641.077693,0.003464473
-13.1471115,-0.000114763,-50.9972588,4370.784718,2642.263433,0.003494803
-13.32700755,-0.000119516,-50.99734289,4369.816172,2643.455539,0.003524137
-13.50787579,-0.000124519,-50.99742718,4368.842447,2644.654025,0.003552463
-13.68971871,-0.000129672,-50.99751257,4367.863529,2645.858909,0.003579772
-13.87253879,-0.000135211,-50.99759855,4366.879407,2647.070207,0.003606056
-14.05633848,-0.000140244,-50.99768469,4365.890067,2648.287935,0.003631306
-14.24112025,-0.000146039,-50.99777179,4364.895496,2649.512109,0.003655518
-14.42688655,-0.000151385,-50.99785906,4363.895682,2650.742746,0.003678685
-14.61363981,-0.00015703,-50.9979469,4362.89061,2651.979862,0.003700804
-14.80138247,-0.000162711,-50.99803522,4361.88027,2653.223472,0.003721872
-14.99011695,-0.0001685,-50.99812428,4360.864647,2654.473593,0.003741888
-15.17984566,-0.000174584,-50.99821351,4359.843729,2655.73024,0.00376085
-15.370571,-0.000180751,-50.99830332,4358.817503,2656.99343,0.00377876
-15.56229537,-0.000186779,-50.99839336,4357.785957,2658.263179,0.003795619
-15.75502115,-0.00019324,-50.99848376,4356.749078,2659.539501,0.00381143
-15.94875071,-0.000199562,-50.99857469,4355.706854,2660.822413,0.003826196
-16.14348641,-0.0002057,-50.99866601,4354.659272,2662.11193,0.003839924
-16.33923062,-0.000212372,-50.99875789,4353.606319,2663.408068,0.003852619
-16.53598567,-0.000218976,-50.99884967,4352.547984,2664.710842,0.003864288
-16.7337539,-0.000225614,-50.99894207,4351.484253,2666.020268,0.00387494
-16.93253763,-0.000232145,-50.99903477,4350.415116,2667.336361,0.003884584
-17.13233918,-0.000239254,-50.9991283,4349.340558,2668.659136,0.00389323
-17.33316085,-0.000245817,-50.99922142,4348.260569,2669.988609,0.003900891
-17.53500493,-0.000252841,-50.99931479,4347.175136,2671.324794,0.003907578
-17.73787371,-0.000259877,-50.99940898,4346.084246,2672.667706,0.003913305
-17.94176946,-0.000266889,-50.99950326,4344.987889,2674.017362,0.003918086
-18.14669444,-0.000274119,-50.99959788,4343.886051,2675.373774,0.003921937
-18.3526509,-0.000281462,-50.9996927,4342.778721,2676.736959,0.003924875
-18.55964108,-0.000288341,-50.99978763,4341.665887,2678.10693,0.003926916
-18.76766722,-0.000295484,-50.99988304,4340.547538,2679.483704,0.00392808
-18.97673153,-0.000302825,-50.99997843,4339.423661,2680.867293,0.003928385
-19.18683621,-0.000310108,-51.00007446,4338.294244,2682.257713,0.00392785
-19.39798348,-0.000317505,-51.00017096,4337.159277,2683.654979,0.003926498
-19.61017551,-0.000324874,-51.00026749,4336.018747,2685.059104,0.00392435
-19.82341447,-0.000332413,-51.00036449,4334.872643,2686.470103,0.003921428
-20.03770254,-0.000339695,-51.00046148,4333.720953,2687.88799,0.003917755
-20.25304186,-0.000347004,-51.00055874,4332.563666,2689.312779,0.003913356
-20.46943458,-0.000354568,-51.00065667,4331.40077,2690.744484,0.003908256
-20.68688283,-0.000361961,-51.00075458,4330.232255,2692.18312,0.003902478
-20.90538872,-0.000369391,-51.00085289,4329.058108,2693.628699,0.003896051
-21.12495436,-0.000376721,-51.00095116,4327.878319,2695.081237,0.003889
-21.34558185,-0.000384057,-51.00105023,4326.692876,2696.540747,0.003881352
-21.56727327,-0.000391703,-51.00114967,4325.501768,2698.007241,0.003873136
-21.79003069,-0.000399141,-51.00124941,4324.304985,2699.480735,0.003864379
-22.01385618,-0.000406559,-51.00134947,4323.102515,2700.961241,0.003855111
-22.23875178,-0.000413432,-51.00144957,4321.894347,2702.448773,0.003845361
-22.46471953,-0.000420743,-51.0015501,4320.68047,2703.943345,0.003835159
-22.69176146,-0.000428081,-51.00165168,4319.460874,2705.444968,0.003824534
-22.91987957,-0.000435085,-51.00175312,4318.235548,2706.953658,0.003813517
-23.14907588,-0.000442116,-51.00185488,4317.004481,2708.469426,0.00380214
-23.37935236,-0.000449253,-51.00195741,4315.767662,2709.992286,0.003790433
-23.610711,-0.000456176,-51.00206027,4314.525081,2711.522251,0.003778426
-23.84315376,-0.000463244,-51.00216335,4313.276727,2713.059333,0.003766153
-24.07668259,-0.000469889,-51.00226684,4312.02259,2714.603545,0.003753645
-24.31129944,-0.000476563,-51.00237104,4310.76266,2716.154901,0.003740933
-24.54700622,-0.000483378,-51.00247568,4309.496926,2717.713412,0.00372805
-24.78380487,-0.000489656,-51.00258114,4308.225377,2719.279092,0.003715027
-25.02169727,-0.000496508,-51.00268691,4306.948004,2720.851951,0.003701896
-25.26068533,-0.000502676,-51.00279365,4305.664797,2722.432004,0.003688691
-25.50077092,-0.000508884,-51.0029006,4304.375745,2724.019262,0.003675442
-25.7419559,-0.000514676,-51.00300777,4303.080838,2725.613738,0.003662181
-25.98424213,-0.000520936,-51.0031163,4301.780067,2727.215443,0.003648941
-26.22763146,-0.000526352,-51.00322466,4300.473421,2728.824389,0.003635752
-26.4721257,-0.000532221,-51.0033345,4299.160891,2730.440589,0.003622648
-26.71772667,-0.000537529,-51.0034443,4297.842467,2732.064054,0.003609657
-26.96443618,-0.000542991,-51.00355522,4296.518139,2733.694796,0.003596813
-27.21225602,-0.000548097,-51.00366683,4295.187897,2735.332827,0.003584145
-27.46118795,-0.000553037,-51.00377926,4293.851733,2736.978158,0.003571684
-27.71123376,-0.000557929,-51.00389239,4292.509636,2738.6308,0.003559459
-27.96239519,-0.000562498,-51.00400645,4291.161597,2740.290766,0.003547501
-28.21467397,-0.000567231,-51.00412117,4289.807607,2741.958067,0.003535838
-28.46807183,-0.00057116,-51.00423674,4288.447656,2743.632713,0.0035245
-28.72259049,-0.000575407,-51.00435341,4287.081735,2745.314716,0.003513514
-28.97823165,-0.000579145,-51.00447084,4285.709836,2747.004087,0.003502909
